COMID,totco2g_day_fill
23800788,185586.1808
23800790,187503.6082
23800792,11418.72671
23800794,13944.22504
23800796,50672.02192
23800798,12934.99233
23800800,76308.35342
23800802,1195766.959
23800804,251676.5803
23800806,394784.8438
23800808,130059.3312
23800810,320828.9589
23800812,9395063
23800814,13319023
23800816,3808.523901
23800818,3791293
23800820,17721726.45
23800822,2795531.926
23800824,5351713.934
23800826,3741899.942
23800828,37077989.67
23800830,19287714.58
23800832,2531263.651
23800834,17728483.78
23800836,11021273.59
23800838,18809570.36
23800840,18333175.19
23800842,1390228.599
23800844,11680145.21
23800846,1518500.086
23800848,2385360.875
23800850,7252341.778
23800852,7891928.708
23800854,13952816.19
23800856,9775307.456
23800858,10671447.18
23800860,4936231.159
23800862,4123681.925
23800864,1309228.625
23800866,3579406.17
23800868,1654504.125
23800870,1359410.318
23800872,3390382.566
23800874,3294196.41
23800876,2756066.305
23800878,2650861.847
23800880,1146989.537
23800882,1018830.858
23800884,437590.7813
23800886,1019708.728
23800888,460333.3809
23800890,660198.9375
23800892,573397.9427
23800894,743509.1958
23800896,451803.0195
23800898,202538.4123
23800900,162841.182
23800902,57204.93095
23800904,478218.0229
23800906,413899.7289
23800908,183042.8541
23800910,78890.94676
23800912,188730.2694
23800914,151863.7513
23800916,1373697.904
23800918,1070771.826
23800920,917937.0628
23800922,573870.3628
23800924,660271.6278
23800926,287395.7632
23800928,2772824.92
23800930,1399438.25
23800932,1522018.662
23800934,1345117.042
23800936,1080508.583
23800938,527784.3916
23800940,422254.1629
23800942,6535808.548
23800944,4769931.666
23800946,3754502.523
23800948,3289738.521
23800950,2925128.055
23800952,90401.39753
23800954,1755258
23800956,2572736.219
23800958,854297.926
23800960,888706.0192
23800962,576821.4049
23800964,78666.21501
23800966,276497.1616
23800968,123231.1562
23800970,41749.23288
23800972,16507.17534
23800974,11464.77945
23800976,9771.907397
23800978,208866.0411
23800980,347617.9233
23800982,5185.590938
23800984,188.8985989
23800986,247.5941702
23800988,21661.03215
23800990,8314.399907
23800992,61174.12989
23800994,210948.6986
23800996,244848.9677
23800998,85436.67058
23801000,481568.2188
23801002,225801.4837
23801004,195003.4055
23801006,16770.59523
23801008,89074.36719
23801010,1153.578304
23801012,161205.8301
23801014,38966.33285
23801016,134237.0034
23801018,39567.30901
23801020,283123.0146
23801022,269649.8232
23801024,316717.6241
23801026,96504.0411
23801028,45956.90137
23801030,38.49894493
23801032,228.8211781
23801034,31.25132301
23801036,7524.369041
23801038,20763.90411
23801040,99769.39267
23801042,281670.3023
23801044,107363.9682
23801046,54700.20687
23801048,666798.8942
23801050,265278.8077
23801052,246063.7638
23801054,242086.8417
23801056,430474.3973
23801058,182141.625
23801060,111602.4764
23801062,53349.61677
23801064,458064.4323
23801066,142112.2699
23801068,107997.2255
23801070,48630.01796
23801072,17382.06016
23801074,16184.96973
23801076,285347.0137
23801078,862834.4795
23801080,514274.0005
23801082,283580.5795
23801084,198411.7733
23801086,91516.10047
23801088,338097.0411
23801090,25739.57342
23801092,1228.376219
23801094,0
23801096,0
23801100,8283445
23801102,23181736
23801104,0
23801106,18915.56055
23801108,523.5120822
23801110,0
23801112,3252.444658
23801114,5904929.753
23801116,253.9805753
23801118,7415.09589
23801120,311.4310932
23801122,87701.07123
23801124,42405.94521
23801126,72543.04932
23801128,4675.32
23801130,13446.63074
23801132,157.5406027
23801134,218478.0822
23801136,325124.7123
23801138,3639.788548
23801140,39949.47452
23801142,14457.69863
23801144,85362.22192
23801146,41305.78356
23801148,90357.36986
23801150,2009.285753
23801152,12034.55918
23801154,0
23801156,20460.46685
23801158,6760.656164
23801160,253781.7656
23801162,372.8533973
23801164,327.4220959
23801166,15.76934384
23801168,132.6799808
23801170,292471.6438
23801172,167.0777507
23801174,86583.76767
23801176,162.6091562
23801178,117.2427616
23801180,33798.46027
23801182,150.7396537
23801184,5704.012521
23801186,16507.46877
23801188,0
23801190,727.6510685
23801192,1038.629178
23801194,100.9550137
23801196,62351.33425
23801198,12.39076438
23801200,80359.28548
23801202,87687.62466
23801204,49446.3863
23801206,108885.3699
23801208,193.918274
23801210,1.762715425
23801212,129645.1726
23801214,101118.3123
23801216,85.74336986
23801218,5178.814521
23801220,4894.652877
23801222,106772.5397
23801224,534.0838356
23801226,10047.34766
23801228,1332.089589
23801230,187324.7342
23801232,354566.1205
23801234,628.6789068
23801236,0
23801238,149891.7329
23801240,279277.9063
23801242,79665.54247
23801244,5854.019178
23801246,0
23801248,12161.43041
23801250,763009.917
23801252,0
23801254,326004.0822
23801256,0
23801258,752.6176438
23801260,388.2798904
23801262,52587.27945
23801264,21017.95068
23801266,3988.148219
23801270,199717.7342
23801272,9266.255425
23801276,89375.12112
23801278,10251.78082
23801282,63572.83677
23801284,264632.8274
23801286,706479.5342
23801288,48888.26548
23801290,292.0869041
23801292,400373.8422
23801294,113.6560274
23801296,39659.07477
23801298,0
23801300,840191.1534
23801302,76494.6134
23801304,4652.695801
23801306,14.29338904
23801308,1599.486575
23801310,0
23801312,123230.2356
23801314,2457.83589
23801316,11413.43602
23801318,149909.8438
23801320,0
23801322,20441.04559
23801324,407185.5452
23801326,4045.052055
23801328,715.2115068
23801330,118484.9671
23801332,0
23801334,78.48747945
23801336,12944.76074
23801338,413.2733425
23801340,11190.55315
23801342,223580.5102
23801344,718.4044932
23801346,83.89767123
23801348,511.0737666
23801350,168.5983644
23801352,47601.14466
23801354,211837.4466
23801356,547.0472055
23801358,1588.111233
23801360,18186.59014
23801362,1013.851479
23801364,5426.270301
23801366,3.038146849
23801368,810.1767945
23801370,44986.64844
23801372,4020.332959
23801374,0.162706849
23801376,2752.597726
23801378,41149.43836
23801380,4.94055863
23801382,100361.9231
23801384,522.1846027
23801386,0
23801388,2611.388219
23801390,4.907063014
23801392,92458.29041
23801394,0
23801396,186.0433973
23801398,167.2244236
23801400,57031.71781
23801402,10400.42285
23801404,24.86949863
23801406,240923.4165
23801408,128880.9781
23801410,3521.342466
23801412,50641.77534
23801414,17910.46612
23801416,1261.524658
23801418,230.1946849
23801420,2505.39863
23801424,296040.8219
23801426,10885.88795
23801428,7829.992603
23801430,145444.1875
23801432,0
23801434,3629.83726
23801436,64617.83836
23801438,300.4608493
23801440,107894.5068
23801442,176.9338356
23801444,5.571118356
23801446,106.6056164
23801448,209983.2813
23801450,152.6782274
23801452,208788.75
23801454,0
23801456,1818.010685
23801458,288.4424795
23801460,217.178137
23801462,0
23801464,41862.61644
23801466,279436.6383
23801468,2705.016986
23801470,102.8628493
23801472,41438.5726
23801474,35862.78906
23801476,0
23801478,37829.32603
23801482,1744.885479
23801484,44637.92997
23801486,32860.56986
23801488,0
23801490,26.24607123
23801492,84161.83562
23801494,16437.04573
23801496,915.8696712
23801498,2361.67537
23801500,41872.17042
23801502,153206.4
23801504,69180.46849
23801506,1.321978356
23801508,122.432589
23801510,227524.4384
23801512,45913.86575
23801514,51823.56888
23801516,17839.33973
23801518,3219.870411
23801520,0
23801522,12.2740274
23801524,33220.81046
23801526,8.384071233
23801528,104.8362082
23801530,2001.304685
23801532,44241.74609
23801534,10733.53281
23801536,0
23801538,874.5848999
23801540,115.7333671
23801542,85067.58446
23801544,69314.17808
23801548,88.71673151
23801550,163296.0262
23801552,16079.76781
23801556,13639.09614
23801558,993.0448608
23801560,2400.125753
23801562,0
23801564,31866.50583
23801566,24741.00904
23801568,719.245726
23801572,57.36422466
23801574,301032.3404
23801576,26097.12468
23801578,14699.30055
23801580,8764.686857
23801582,234204.2712
23801584,100440.2301
23801586,30023.21086
23801588,7547.279178
23801594,2529.68474
23801598,90449.67945
23801602,121387.1918
23801604,34158.27124
23801608,161.6371151
23801616,58180.03516
23801618,104531.0055
23801620,26616.22484
23801622,62030.38356
23801624,30.90694521
23801626,6851.403288
23801628,2561.472656
23801630,19737.7389
23801632,302892.8219
23801634,31487.54795
23801636,104091.0343
23801638,15557.55428
23801640,6675.760849
23801642,52102.95534
23801644,113553.4685
23801646,33985.23047
23801648,54650.3589
23801650,529.9781096
23801652,527.9252877
23801654,53798.31041
23801656,65634.41936
23801658,61515.06156
23801660,113968.8493
23801662,35103.11836
23801664,674.4240822
23801666,6533.227479
23801668,33106.08205
23801670,161513.589
23801672,97063.38773
23801674,114914.1216
23801676,95193.91406
23801678,0
23801680,46939.40548
23801682,0
23801684,49248.89671
23801686,3425.753507
23801688,52686.81427
23801690,11995.29041
23801692,196762.0932
23801694,23219.95068
23801696,25054.30809
23801698,100323.074
23801700,65090.30137
23801702,1626.805479
23801704,19824.33699
23801706,1061.52
23801708,314.5706301
23801710,45935.85674
23801712,170735.7016
23801714,107085.2723
23801716,25562.55382
23801718,879900.8219
23801720,13982.19608
23801722,19913.64986
23801724,42837.7726
23801726,29506.43647
23801728,137268.8219
23801730,27961.72858
23801732,529074.0822
23801734,31847.21957
23801736,11932.61918
23801738,12081.12329
23801740,366256.4474
23801742,93819.85068
23801744,279756.6575
23801746,14883.68121
23801748,83116.93151
23801750,39450.71441
23801752,45920.32254
23801754,1135.251288
23801756,147285.2877
23801758,56217.45551
23801760,133081.3397
23801762,391.8720822
23801764,119353.9973
23801766,46968.37117
23801768,82916.55082
23801770,2076.67726
23801772,1134.263014
23801774,186525.1315
23801776,82094.74833
23801778,44446.57816
23801780,27796.86785
23801782,8064.126164
23801784,21112.46619
23801786,14539.3186
23801788,64846.04408
23801790,175595.2027
23801792,5510.642812
23801794,20368.02074
23801796,66141.7011
23801798,68284.76164
23801800,18118.4926
23801802,53728.99907
23801804,96466.70959
23801806,55158.58767
23801808,6252.408953
23801810,39464.55574
23801812,112928.17
23801814,31621.58049
23801816,59603.9451
23801818,102303.8154
23801820,98911.17846
23801822,27523.06229
23801824,71501.95714
23801826,127948.0734
23801828,107246.649
23801830,68108.37916
23801832,49729.84847
23801834,41249.25929
23801836,27870.11019
23801840,45.27725983
23801842,2077.88137
23801844,96032.87671
23804830,47432251.48
23804832,18740415.12
23804834,13146613
23804836,14478535.64
23804838,13158908
23804840,11465598
23804842,13302091
23804844,12887956.77
23804846,9952011
23804848,11629639
23804850,10734967
23804852,13039209.04
23804854,3246763
23804856,2625948.5
23804858,4864453
23804860,7860185
23804862,7180743.5
23804864,8516438.827
23804866,3553901.5
23804868,4502835
23804870,3272900.5
23804872,54525.27944
23804874,665540.3125
23804876,4787191.5
23804878,4056459
23804880,2389032.25
23804882,2519537.25
23804884,42789.77096
23804886,96259.95616
23804888,6220.257331
23804890,95225.63281
23804892,88246.23534
23804894,10593.53416
23804896,5480.348836
23804898,25299.56219
23804900,23903.82031
23804902,26184.59375
23804904,206003.625
23804906,0
23804908,699.7854164
23804910,334.8762995
23804912,5337.803178
23804914,108377.4986
23804916,37479.36986
23804918,71608.49589
23804922,6584.463123
23804924,2624.018466
23804926,203142.9534
23804928,75393.99871
23804930,32064.22718
23804932,860188.1875
23804934,316967.5221
23804936,981133.6299
23804938,1601523.649
23804940,1026946.742
23804942,16387.2295
23804944,219470.1616
23804946,30998.01057
23804948,425287.3068
23804950,31421.05373
23804952,63614.77981
23804954,47924.01288
23804956,45536.05512
23804958,993414.9452
23804960,122994.117
23804962,658038.5507
23804964,627.984588
23804966,382.2830068
23804968,53969.97467
23804970,10418.46309
23804972,37002.69196
23804974,485706.9123
23804976,655028.3096
23804978,233624.2126
23804980,83523.11096
23804982,278745.1808
23804984,1930599.805
23804986,236804.2262
23804988,1167697.844
23804990,812039.114
23804992,322187.9333
23804994,238834.2329
23804996,167152.9417
23804998,131177.0958
23805000,10212.19796
23805002,67110.50183
23805004,68191.21398
23805006,38309.98968
23805008,121447.3841
23805010,22171.34959
23805012,117716.2389
23805014,369876.6633
23805016,458543.0548
23805018,114780.4973
23805020,437043.6107
23805022,208984.8526
23805024,83607.17622
23805026,59911.95173
23805028,37698.1583
23805030,303734.1432
23805032,148572.3242
23805034,42065.56486
23805036,22048.21436
23805038,4540.070548
23805040,622814.257
23805042,521415.8712
23805044,1681791.875
23805046,2532738.395
23805048,520418.1353
23805050,3062155.299
23805052,79335.12197
23805054,3376051.052
23805056,2668850.811
23805058,1663549.125
23805060,2771180.556
23805062,2126010.871
23805064,1374702.907
23805066,1199928.203
23805068,762140.3706
23805070,272367.6073
23805072,315631.6737
23805074,322663.9684
23805076,280680.7366
23805078,258849.0622
23805080,231704.4644
23805082,476213.3671
23805084,145058.0955
23805086,165379.9028
23805088,64117.59575
23805090,665728.5263
23805092,510567.3288
23805094,379656.411
23805096,609500.3178
23805098,92438.2274
23805100,225220.1191
23805102,314396.9893
23805104,520206.4375
23805106,1314638.938
23805108,893243.875
23805110,1064057.125
23805112,371102.2188
23805114,301229.3438
23805116,58366.375
23805118,92696.65419
23805120,267929.7573
23805122,300822.8454
23805124,48909.27576
23805126,140226.9531
23805128,212656.2031
23805130,436178.6786
23805132,115339.3074
23805134,75777.86804
23805136,7719.804199
23805138,1952.763903
23805140,53386.39453
23805142,1806.676819
23805144,44087.10938
23805148,224013.5597
23805150,1049575.159
23805152,315848.7756
23805154,2572189.085
23805156,141235.8506
23805158,1903889.342
23805160,1290884.824
23805162,633148.1336
23805164,770599.629
23805166,619274.9507
23805168,396108.577
23805170,208633.8164
23805172,22444.88887
23805174,213589.1951
23805176,130987.0496
23805178,230643.8868
23805180,52751.85865
23805182,21573.13529
23805184,56852.25
23805186,0
23805188,0
23805190,115162.9315
23805192,12134.45898
23805194,205266.0822
23805196,100934.1587
23805198,680.0440173
23805200,19365.16383
23805202,5981.24841
23805204,11621.27637
23805206,1185.255247
23805208,40406.08767
23805210,19242.45395
23805212,21614.94658
23805214,93072.26301
23805218,2270.416767
23805220,127.8190438
23805222,1637.663507
23805224,0
23805226,196254.5156
23805228,48128.86849
23805230,11889.37562
23805232,3957.259315
23805234,125.6830545
23805236,86804.83562
23805238,322.0978932
23805240,32773.82466
23805242,7950.862192
23805244,13249.56329
23805246,116995.7188
23805248,25959.21205
23805250,92685.92055
23805252,26182.29288
23805254,5608.675068
23805256,87442.27641
23805258,23460.53371
23805260,9067.40625
23805262,365064.9452
23805264,268005.3205
23805266,66926.6926
23805268,1269.967653
23805270,110867.1452
23805272,5261.724879
23805274,5415.726485
23805276,2174.021532
23805278,6126.950219
23805280,548.1523644
23805282,6340.700055
23805284,5184.117781
23805286,3683.159614
23805288,1219.892528
23805290,434.2983049
23805292,675.9784816
23805294,457.2648107
23805296,4724.577123
23805298,258891.3945
23805300,21801.79581
23805302,26150.25181
23805304,213728.6661
23805306,49713.88976
23805308,62861.32192
23805310,69398.08356
23805312,1499.163754
23805314,20671.5863
23805316,42497.06301
23805318,290686.6192
23805320,46595.82422
23805322,68872.3125
23805324,116854.2164
23805326,39286.44658
23805328,285703.4959
23805330,16687.74917
23805332,174475.486
23805334,146068.4868
23805336,1038.924472
23805338,74930.92603
23805340,19227.42411
23805342,61005.35351
23805344,66087.08675
23805346,12578.55248
23805348,284633.3507
23805350,31553.31059
23805352,24207.47766
23805354,19853.61362
23805356,4149.222512
23805358,63039.69996
23805360,32069.11104
23805362,22699.78661
23805364,50052.18976
23805366,41879.12826
23805368,19148.64093
23805370,43456.946
23805372,28155.03824
23805374,15315.95725
23805376,52826.94889
23805378,89888.97559
23805380,17717.83825
23805382,73607.53792
23805384,90180.20466
23805386,4228.389655
23805388,11688.03336
23805390,2234.913373
23805392,26556.04277
23805394,16137.70246
23805396,82738.85425
23805398,139662.0132
23805400,5801.345658
23805402,11054.91253
23805404,8202.871447
23805406,149316.2795
23805408,12642.23668
23805410,627.3002209
23805412,27956.61773
23805414,30731.56228
23805416,30046.26292
23805418,17013.77913
23805420,10165.42009
23805422,32020.79005
23805424,17818.62305
23805426,38857.9343
23805428,27109.34614
23805430,22101.76306
23805432,107454.7134
23805434,39217.39087
23805436,2281.289163
23805438,36240.0009
23805440,38883.58438
23805442,10021.74812
23805444,116871.2893
23805446,19053.73142
23805448,1671.679397
23805450,33751.1663
23805452,20493.25169
23805454,12307.26632
23805456,29674.69273
23805458,8843.558652
23805460,59816.85496
23805462,41031.52344
23805464,68781.35938
23805466,86568.16603
23805468,122179.3479
23805470,19251.01997
23805472,132682.8164
23805474,29991.92877
23805476,2747.198392
23805478,28986.3674
23805480,63223.1474
23805482,31885.04548
23805484,15451.96765
23805486,1972.595122
23805488,51647.69918
23805490,49540.53699
23805492,63133.89041
23805494,45295.93233
23805496,153813.9699
23805498,24502.56839
23805500,11692.81932
23805502,53970.00164
23805504,431.5732932
23805506,1362.314137
23805508,21596.78859
23805510,96321.54688
23805512,11025.86402
23805514,32846.6805
23805516,26153.98471
23805518,10543.44107
23805520,5576.50928
23805522,40572.74795
23805524,43940.13699
23805526,583.7957367
23805528,149017.9389
23805530,1240.998518
23805532,39556.55918
23805534,65916.49479
23805536,2733.715479
23805538,5142.350301
23805540,27486.01644
23805542,54235.58055
23805544,99169.07813
23805546,37763.85945
23805548,18500.75062
23805550,0
23805552,47498.38281
23805554,34361.40234
23805556,309209.7534
23805558,3577.59863
23805560,42674.97419
23805562,99292.03125
23805564,7962.148438
23805566,0
23805568,10490.62849
23805570,4385.504395
23805572,17.89029694
23805574,0
23805576,34429.77534
23805578,23572.18893
23805580,105958.5931
23805582,0
23805584,0
23805586,1426.284058
23805588,148049.3594
23805590,3001.419434
23805592,20646.92055
23805594,17600.49863
23805596,0
23805598,1812.591675
23805600,21596.12732
23805602,32155.79883
23805604,2172.679726
23805606,59007.99452
23805608,3.449722192
23805610,20163.94521
23805612,21711.50795
23805614,128210.7944
23805616,13.72652466
23805618,22876.08822
23805620,3487.215616
23805622,49.81025918
23805624,641.8263288
23805626,2957.550822
23805628,9766.276043
23805630,35451.87567
23805632,3853.622384
23805634,319.0848164
23805636,170532.3438
23805638,58996.86822
23805642,142375.2329
23805644,46955.66293
23805646,112.2778882
23805648,1213.972685
23805650,128.6989808
23805652,8371.9016
23805654,34.6302411
23805656,11702.03836
23805658,6668.343595
23805660,411.1108685
23805662,427.2338466
23805664,169.6982375
23805666,5752.53039
23805668,21248.68474
23805670,107693.9342
23805672,84.79841096
23805674,51878.16361
23805676,7321.395926
23805678,13703.88459
23805680,2195.450466
23805682,496161.1875
23805684,139441.0266
23805686,6887.585589
23805688,78071.78334
23805690,1141.403836
23805692,39335.81375
23805694,276.3897863
23805696,3076.850268
23805698,20545.26641
23805700,60479.86328
23805702,487.4312055
23805704,42715.88821
23805706,141902.7789
23805708,59346.84766
23805710,28995.28622
23805712,0
23805714,29650.42192
23805716,16034.45014
23805718,845.4311507
23805720,2489.560192
23805722,13908.7373
23805724,57433.54274
23805726,117696.8356
23805728,123.4933233
23805730,2552.075014
23805732,894.8368767
23805734,483.2432055
23805736,798.969863
23805738,151079.6094
23805740,3106.308962
23805742,76802.46575
23805744,58431.98438
23805746,0
23805748,16108.08674
23805750,285.1480274
23805752,17529.00822
23805754,677.4634356
23805756,55441.35547
23805758,15774.56827
23805760,8546.489696
23805762,590.212274
23805764,81336.73973
23805766,991.8115068
23805768,194942.3438
23805770,0
23805772,2243.865479
23805774,0
23805776,101.9477416
23805778,17471.47077
23805780,0
23805782,65090.88493
23805784,45383.98047
23805786,41944.19096
23805788,0
23805790,9951.488301
23805792,0
23805794,19646.92488
23805796,0
23805800,11499.4149
23805802,217.098531
23805804,12578.37359
23805806,2247.186164
23805808,7292.783605
23805810,6721.449041
23805812,139806.3594
23805814,35742.71507
23805816,75.05984384
23805818,39322.29945
23805820,11468.3146
23805822,66568.99644
23805824,94.24777808
23805826,96057.24658
23805828,1726.489562
23805830,0
23805832,0
23805834,13241.37123
23805836,0
23805838,172383.6719
23805840,269.6757699
23805842,5494.402849
23805844,24256.17527
23805846,44461.86575
23805848,1975.436795
23805850,32.73011992
23805852,14221.67589
23805854,2512.265425
23805856,3991.447397
23805858,0
23805860,11799.23663
23805862,27929.30959
23805864,75640.72496
23805866,28964.28493
23805868,20981.24877
23805870,2868.31726
23805872,1302.543233
23805874,141.710317
23805876,60989.70411
23805878,6146.235863
23805880,17332.56658
23805882,15485.66301
23805884,4315.23863
23805886,29314.01918
23805888,1225.889178
23805890,16100.37321
23805892,2486.895616
23805894,8631.984247
23805896,203.9732096
23805898,114655.3906
23805900,211.77666
23805902,36224.7863
23805904,1944.467753
23805906,6375.618904
23805908,57571.69644
23805910,10766.60227
23805912,3203.969589
23805914,1689.981945
23805916,11922.44589
23805918,264.0342633
23805920,72086.58082
23805922,13162.81973
23805924,67355.80469
23805926,88.79337616
23805928,183.2847205
23805930,27084.71507
23805932,205728.0313
23805934,139821.2877
23805936,2115.662795
23805938,27.92052912
23805940,68774.53973
23805942,22209.04932
23805944,1277.981038
23805946,115.849874
23805948,231036.7344
23805950,6474.928767
23805952,5194.877441
23805954,2022.84668
23805956,1504.582031
23805958,87972.53425
23805960,26.78297671
23805962,67055.8274
23805964,22600.54849
23805966,174770.0548
23805968,5635.103836
23805970,3669.239425
23805972,77327.90137
23805974,462.7924775
23805976,48295.66603
23805978,8446.935616
23805980,658.5843205
23805982,8583.755836
23805984,493.1583781
23805986,5247.209589
23805988,866.5890411
23805990,46643.12055
23805992,385.7665151
23805994,60820.56986
23805996,3940.042192
23805998,2874.335918
23806000,1359.125044
23806002,319.8778414
23806004,198847.1507
23806006,78451.67671
23806008,76751.27671
23806010,5799.523479
23806012,40736.18712
23806014,14087.14438
23806016,40086.78082
23806018,11569.42192
23806020,14931.41753
23806022,12865.25014
23806024,22156.34795
23806026,61314.69041
23806028,35736.9863
23806030,493.2868767
23806032,146533.4055
23806034,19881.04297
23806036,150819.5753
23806038,102083.063
23806040,12538.12849
23806042,15528.5589
23806044,25645.46384
23806046,74702.0137
23806048,19092.52685
23806050,0
23806052,3309.702986
23806054,63481.61096
23806056,40102.5863
23806058,1342.776411
23806060,0
23806062,43642.68493
23806064,26230.95616
23806066,36468.70685
23806068,3474.543534
23806070,76613.4411
23806072,9295.972603
23806074,1404.017589
23806076,94061.56603
23806078,8.822236438
23806080,84607.20822
23806082,59411.75342
23806084,47553.61644
23806086,7593.192329
23806088,18704.99178
23806090,15923.19205
23806092,45703.45479
23806094,7250.348219
23806096,23951.54795
23806098,1049.471178
23806100,6026.169041
23806102,3018.663288
23806104,6985.692329
23806106,161189.6712
23806108,43393.47452
23806110,32364.49315
23806112,4397.987671
23806114,20888.15918
23806116,6132.359178
23806118,12529.62822
23806120,53396.69589
23806122,29539.66027
23806124,9321.088767
23806126,31717.01918
23806128,2122.113945
23806130,26458.68411
23806132,43429.05205
23806134,10345.2411
23806136,12328.38986
23806138,34129.2411
23806140,9532.961096
23806142,6765.253973
23806144,3564.332137
23806146,72899.15625
23806148,1728.978027
23806150,319.5893318
23806152,24944.6631
23806154,266.9562518
23806156,410.1914673
23806158,6410.671233
23806160,207.1527025
23806182,0
23809000,65082602.3
23809002,43613468.35
23809004,15232897
23809006,5889931.282
23809008,34217212
23809010,655937.4369
23809012,42941291.99
23809014,1572834
23809018,3871992.411
23809020,4156919.671
23809022,2762313.51
23809024,3426250.75
23809026,3598882.11
23809028,2932520.384
23809030,2212949.918
23809032,2175192.945
23809034,1394190.625
23809036,2796855.288
23809038,1816014.871
23809040,1066090.761
23809042,968230.3973
23809044,527264.4773
23809046,328501.8738
23809048,26259719.75
23809050,61602062.38
23809052,23070066.79
23809054,82842201.29
23809056,2797877.52
23809058,11856603.85
23809060,3544670.492
23809062,25602767.01
23809064,17172544.13
23809066,46649657.56
23809068,5752937.913
23809070,1173373.53
23809072,7372666.941
23809074,3101875.662
23809076,1685350.547
23809078,6482678.665
23809080,38466666.74
23809082,1085587.05
23809084,1662532.844
23809086,20214414
23809088,11419831
23809090,6128720.867
23809092,35644148.38
23809094,3867211.25
23809096,15411338.95
23809098,3953581.538
23809100,25404509.7
23809102,7774359.5
23809104,1940035.07
23809106,26058615.12
23809108,26392580
23809110,26591713.97
23809112,25348380
23809114,738027
23809116,1365294.68
23809118,1078896.5
23809120,1353698.639
23809122,1385103.101
23809124,1264782.972
23809126,1069056.75
23809128,1141121.778
23809130,674767.75
23809132,423501.7945
23809134,334203.309
23809136,300808.6694
23809138,234017.9467
23809140,181941.5884
23809142,121330.8913
23809144,80010.04113
23809146,116600.0658
23809148,24482990
23809150,17029244.06
23809152,22948642.68
23809154,3009841.83
23809156,16227731.93
23809158,9776231
23809160,7313417.305
23809162,9093514
23809164,20547668.94
23809166,20109167.71
23809168,15143012.8
23809170,4331242.839
23809172,10340384.58
23809174,6102092.04
23809176,2612495.023
23809178,5257226.057
23809180,2896406.25
23809182,2837519.689
23809184,2701766.948
23809186,2238224
23809188,2240300.696
23809190,1781689.525
23809192,2176753.496
23809194,983326.875
23809196,2148888.346
23809198,336224.9709
23809200,1262521.862
23809202,630173.75
23809204,1874913.504
23809206,1123403.549
23809208,248504.1947
23809210,878967.5542
23809212,1374462.185
23809214,1436839.022
23809216,497942.0151
23809218,320914.0437
23809220,154940.2129
23809222,156224.4155
23809224,697935.8638
23809226,444563.3047
23809228,540943.0063
23809230,61295.62635
23809232,269481.8408
23809234,58451.61838
23809236,3245425.881
23809238,3628862.91
23809240,3512933.005
23809242,365275.0919
23809244,2225034.788
23809246,1506887.75
23809248,3278192.323
23809250,446802.711
23809252,768.0825231
23809254,205298.8063
23809256,174351.1296
23809258,158957.1964
23809260,187636.9531
23809262,1841093.916
23809264,2239446.538
23809266,2413902.712
23809268,2216755.042
23809270,1415180.5
23809272,2424546.857
23809274,725835.5964
23809276,1206945.75
23809278,1252170.625
23809280,2196251.296
23809282,1052239.085
23809284,1309165.286
23809286,1186255.432
23809288,888945.2855
23809290,526492.2602
23809292,897039.3888
23809294,312496.9463
23809296,117094.5036
23809298,32140.68164
23809300,165625.2656
23809302,0
23809304,560866.2006
23809306,724786.8656
23809308,659851.7038
23809310,433975.2789
23809312,478433.6268
23809314,263068.1959
23809316,298363.6628
23809318,286278.7652
23809320,191605.7671
23809322,194539.5222
23809324,53201.30427
23809326,4584294.376
23809328,4343676.546
23809330,964574.2357
23809332,4227262.619
23809334,2758171.128
23809336,4295076.443
23809338,1098390.053
23809340,1851374.03
23809342,1745958.75
23809344,3707799.06
23809346,782367.4375
23809348,1670252.156
23809350,722048.6491
23809352,3076451.361
23809354,1286776.987
23809356,2913644.464
23809358,2707576.394
23809360,159606.2259
23809362,19663.4145
23809364,2645166.371
23809366,1600277.663
23809368,2399962.497
23809370,1034504.812
23809372,2621059.251
23809374,606266.6253
23809376,409406.1029
23809378,443539.0179
23809380,138930.4454
23809382,129198.9094
23809384,88749.06548
23809386,73024.70093
23809388,53806.04788
23809390,21086.98248
23809392,230974.4641
23809394,190131.2772
23809396,107165.081
23809398,2896.01927
23809400,72707.10575
23809402,1687295.463
23809404,789552.9427
23809406,449203.2227
23809408,227515.3589
23809410,181512.2465
23809412,127300.6343
23809414,124403.1808
23809416,6308839.749
23809418,6025893.565
23809420,6586910.252
23809422,6026645.482
23809424,3812258.018
23809426,2213769
23809428,3803743.25
23809430,2390275.5
23809432,5669129.358
23809434,4526838.301
23809436,1266970.258
23809438,3357474.705
23809440,2858881.585
23809442,3139199.367
23809444,4129024.405
23809446,2840635.167
23809448,1678858.396
23809450,1511252.725
23809452,1769872.5
23809454,1351348.75
23809456,584949.125
23809458,834037.4712
23809460,217214.1094
23809462,709445.4904
23809464,15462.95044
23809466,4954.02466
23809468,10072.89501
23809470,3227.581052
23809472,20.40191478
23809474,25919.04466
23809476,97625.14844
23809478,107705.1641
23809480,0
23809482,227474.7648
23809484,106955.2422
23809486,0
23809488,118200.3318
23809490,137874.4694
23809492,1660916.085
23809494,1545402.196
23809496,1266186.516
23809498,863972.9541
23809500,840515.9404
23809502,743658.403
23809504,673393.8439
23809506,630035.2941
23809508,532287.0389
23809510,229603.8844
23809512,145192.2625
23809514,5242414
23809516,2453803.25
