"comid","tocomid","TOT_NLCD01_11","TOT_NLCD01_12","TOT_NLCD01_21","TOT_NLCD01_22","TOT_NLCD01_23","TOT_NLCD01_24","TOT_NLCD01_31","TOT_NLCD01_41","TOT_NLCD01_42","TOT_NLCD01_43","TOT_NLCD01_52","TOT_NLCD01_71","TOT_NLCD01_81","TOT_NLCD01_82","TOT_NLCD01_90","TOT_NLCD01_95","TOT_NODATA"
23797445,23796865,0,0,0.73,0.93,0,0,0,4.92,2.26,18.28,0,1,20.2,51.69,0,0,NA
23797447,23796769,0,0,3.84,3.18,0.22,0,0,10.56,3.03,20.09,0,4.8,45.57,8.71,0,0,NA
23797449,23796971,0,0,6.83,0.76,0,0,4.8,0.95,30.3,25.77,21.57,6.78,0,0,2.14,0.09,NA
23797451,23796835,0.35,0,2.11,1.86,0.12,0.04,0,0.42,23.4,12.85,0.67,1.9,28.12,27.38,0.35,0.42,NA
23797453,23796671,0.3,0,2.5,3.64,0.2,0.04,0,2.96,1.35,4.92,1.07,0.46,40.72,39.55,1.93,0.36,NA
23797455,23796717,0,0,4.43,0.51,0.16,0,0,0.49,57.53,18.16,4.67,10.44,0.99,0.41,1.81,0.39,NA
23797457,23796967,0,0,4.94,0.56,0,0,0,0,37.06,14.82,20.88,0.56,19.52,0.86,0.43,0.37,NA
23797459,23797443,0,0,5.92,2.25,0.21,0.02,0,5.74,13.44,17.58,4.52,5.04,32,11.91,1.05,0.33,NA
23797461,23797003,0,0,9.48,0.41,0,0,6.19,0.17,39.55,25.6,13.47,3.85,0,0,1.27,0,NA
23797463,23796863,0,0,2.06,0.97,0.06,0,0,0,16.87,21.89,0.24,3.02,33.86,20.62,0.42,0,NA
23797465,23796725,0,0,2.5,0.08,0,0,0,0.65,15.67,4.6,31.91,6.54,25.36,11.95,0.73,0,NA
23797467,23797443,0,0,2.48,0.39,0,0,0,12.14,2.48,4.75,0.44,3.26,40.78,30.74,1.6,0.94,NA
23797469,23797449,0,0,5.42,0,0,0,6.23,0.52,25.61,18.05,42.21,1.15,0,0,0.81,0,NA
23797471,23797449,0,0,6.69,0.18,0,0,5.06,1.16,30.84,32.09,15.24,8.55,0,0,0.2,0,NA
23797473,23796837,0,0,2.23,0.96,0.07,0.01,0,1.4,7.09,21.57,0.69,7.05,36.65,21.43,0.63,0.23,NA
23797475,23796969,0,0,9.34,0.87,0.09,0,3.42,1.89,44.03,10.11,19.62,7.62,1.61,0,1.4,0,NA
23797477,23797417,0.25,0,4.66,2.89,0.17,0,0,0.79,0.22,1.8,0,0,44.98,43.61,0.3,0.33,NA
23797479,23797473,0,0,2.36,0.95,0.07,0.01,0,1.53,7.77,23.56,0.73,7.67,39.21,15.84,0.05,0.25,NA
23797481,23797441,0,0,3.24,1.96,0.03,0,0,0.89,4.56,8.11,1.8,0,36.79,39.78,2.85,0,NA
23797483,23796771,0,0,4.05,1.88,0.22,0.04,0,2.21,13.35,14.46,3.64,6.17,38.44,15.21,0.25,0.07,NA
23797485,23796721,0,0,4.29,0.16,0,0,0,0.4,46.09,28.17,11.25,5.95,3.68,0,0,0,NA
23797487,23797441,0.12,0,1.63,2.85,0.09,0.07,0,6.08,0.51,7.87,0.38,0,35.63,44.16,0.61,0,NA
23797489,23797459,0,0,5.5,1.94,0.24,0.03,0,5.58,19.65,23.09,7.2,7.05,25.88,2.42,1.01,0.43,NA
23797491,23797001,0,0,8.91,0.96,0.02,0,12.18,0.65,33.96,18.21,12.31,9.12,1.43,0,2.07,0.16,NA
23797493,23796733,0,0,6.16,0.26,0,0,1.52,0.41,56.86,12.3,14.3,5.06,2.01,0.5,0.55,0.07,NA
23797495,23797453,0,0,2.58,1.97,0.11,0,0,5.75,2.57,8.82,2.55,1.48,39.62,31.41,2.77,0.38,NA
23797497,23797499,0,0,5.14,0,0,0,3.36,0,59.2,23.01,2.31,6.99,0,0,0,0,NA
23797499,23796973,0,0,4.73,0,0,0,2.31,1.67,49.77,30.78,6.99,3.75,0,0,0,0,NA
23797501,23796907,0,0,2.45,0,0,0,0,0,40.32,18.03,20.48,17.82,0,0.28,0.63,0,NA
23797503,23797479,0,0,2.67,0.9,0.06,0.01,0,1.6,8.95,26.94,0.81,8.84,36.62,12.6,0,0,NA
23797505,23797459,0,0,8.6,3.49,0.17,0,0,7.92,4.74,10.29,0.14,1.32,51.1,11.71,0.54,0,NA
23797507,23796719,0,0,6.4,0.23,0,0,0.2,2.46,16.25,45.47,16.99,9.51,1.64,0,0.85,0,NA
23797509,23797489,0,0,3.81,0.3,0.05,0,0,11.99,17.4,28.28,15.9,11.94,8.73,0,0.35,1.25,NA
23797511,23796811,0.29,0,1.49,1.07,0.01,0.01,0,1.92,0,0.01,0.06,0,41.98,52.21,0.78,0.17,NA
23797513,23797489,0,0,1.32,0.13,0,0,0,1.49,43.73,16.57,3.31,10.24,20.19,2.55,0.47,0,NA
23797515,23796809,0,0,0.15,1.43,0,0,0,0,1.13,0,0,0,25.32,70.26,1.72,0,NA
23797517,23797529,0,0,8.86,0.25,0,0,0,0,89.64,0,0.87,0.37,0,0,0,0,NA
23797519,23796909,0,0,3.69,0.03,0,0,6.07,0.25,27.48,18.64,28.57,15.27,0,0,0,0,NA
23797521,23797523,0,0,0,0,0,0,0,0,51.11,31.47,13.74,3.68,0,0,0,0,NA
23797523,23796911,0,0,1.05,0,0,0,4.48,0.36,52.93,15.88,19.29,5.14,0.38,0,0.48,0,NA
23797525,23797529,0,0,9.95,0.06,0,0,0.8,0,88.69,0,0.51,0,0,0,0,0,NA
23797527,23797543,0,0,9.21,0.1,0,0,5.26,0,82.74,1.13,1.23,0.22,0,0,0.12,0,NA
23797529,23797527,0,0,9.23,0.11,0,0,3.43,0,85.16,0.65,1.03,0.24,0,0,0.14,0,NA
23797531,23796839,0,0,2.88,3.91,0.55,0.08,0,2.14,4.61,9.34,4.23,2.13,30.42,39.04,0.53,0.13,NA
23797533,23797483,0,0,4.69,1.45,0.14,0,0,2.75,15.06,19.19,3.99,0.92,34.14,17.28,0.21,0.18,NA
23797535,23797495,0,0,2.54,1.75,0.23,0,0,6.1,3.1,9.07,0.89,0,34.63,41.36,0.33,0,NA
23797537,23797539,0,0,0.99,3.03,0.42,0,0,0.42,9.96,12.17,4.29,1.02,29.3,38.41,0,0,NA
23797539,23797531,0,0,2.76,2.86,0.17,0,0,2.98,6.73,13.37,6.17,2.98,35.72,25.48,0.61,0.14,NA
23797541,23797493,0,0,5.77,0.13,0,0,1.6,0.12,57.91,11.36,17.56,4.21,0,0,1.35,0,NA
23797543,23796983,0,0,8.96,0.09,0,0,6,0,81.25,1.98,1.41,0.2,0,0,0.11,0,NA
23797545,23797493,0,0,7.01,0.26,0,0,1.27,0.37,64.73,10.69,10.12,5.55,0,0,0,0,NA
23797547,23797483,0,0,2.4,1.96,0.22,0.07,0,0.55,18.77,12.26,4.98,15.5,28.3,14.99,0,0,NA
23797549,23796985,0,0,8.81,0.36,0,0,0.22,0,86.61,1.38,1.11,0.89,0,0,0.62,0,NA
23797551,23797545,0,0,7.22,0.27,0,0,1.67,0,73.91,8.3,3.08,5.56,0,0,0,0,NA
23797553,23797523,0,0,1.16,0,0,0,8.6,0.31,54.41,15.04,12.93,6.56,0,0,0.99,0,NA
23797555,23796773,0.28,0,4.03,2.84,0.07,0.07,0,1.52,0.82,6.02,0.49,1.41,39.12,41.82,1.38,0.12,NA
23797557,23797519,0,0,1.71,0,0,0,6.33,0,29.11,18.7,34.29,9.87,0,0,0,0,NA
23797559,23796919,0,0,6.85,0.06,0,0,0,0.22,59.29,26.57,4.03,2.27,0.2,0.18,0.13,0.19,NA
23797561,23797539,0,0,3.73,2.94,0.07,0,0,4.34,5.61,14.58,7.39,4.05,38.89,17.43,0.72,0.22,NA
23797563,23796813,0,0,1.75,1.69,0.17,0.02,0,3,1.52,4.66,0.33,0.05,53.45,32.52,0.78,0.07,NA
23797565,23796815,0,0,1.62,1.81,0,0,0,0.23,0.59,1.32,1.39,0,31.9,60.48,0,0.66,NA
23797567,23797495,0,0,2.48,1.16,0.05,0,0,6.96,3.93,17.26,5.72,4.72,43.98,11.81,1.37,0.58,NA
23797569,23797559,0,0,7.22,0.17,0,0,0,0.21,49.35,24.02,11.35,7.51,0,0,0.17,0,NA
23797571,23796819,0,0,2.52,2.14,0.1,0,0.67,5.05,0,4.57,0.24,0,47.93,34.65,0.71,1.43,NA
23797573,23796847,0.52,0,1.87,2.5,0.17,0.03,0.07,1.83,2.63,10.28,0.2,1.83,38.47,38.93,0,0.68,NA
23797575,23797573,0.7,0,1.31,1.13,0.06,0.03,0.09,2.39,3.53,13.83,0.27,2.45,39.06,34.68,0,0.45,NA
23797577,23796987,0,0,7.82,0,0,0,0,0,92.18,0,0,0,0,0,0,0,NA
23797579,23797569,0,0,7.01,0,0,0,0,0.21,67.2,14.12,8.49,2.97,0,0,0,0,NA
23797581,23796923,0,0,14.39,0,0,0,0,0,52,33.61,0,0,0,0,0,0,NA
23797583,23797551,0,0,7.19,0.34,0,0,0,0,80.29,4.04,2.26,5.89,0,0,0,0,NA
23797585,23796977,0,0,6.48,0.78,0.07,0,14.46,0,53.63,0.36,5.63,18.52,0,0,0.07,0,NA
23797587,23797009,0,0,2.61,4.16,0.6,0,0,1.3,0,1.15,0,0,71.69,18.49,0,0,NA
23797589,23796981,0,0,8.66,0.28,0,0,0.32,0,78.39,1.2,3.92,6.82,0,0,0.41,0,NA
23797591,23796979,0,0,7.38,0.18,0,0,5.21,0,75.74,1.32,7.35,2.6,0,0,0.21,0,NA
23797593,23796843,0,0,1.76,1.62,0.03,0.01,0,4,1.19,2.42,0.73,0.43,55.69,31.42,0,0.72,NA
23797595,23797541,0,0,10.89,0.05,0,0,0.29,0,69.33,12.63,6.82,0,0,0,0,0,NA
23797597,23797559,0,0,6.64,0.02,0,0,0,0.22,63.67,27.67,0.84,0,0.29,0.25,0.11,0.28,NA
23797599,23797551,0,0,4.13,0.11,0,0,3.63,0,84.49,2.57,2.73,2.34,0,0,0,0,NA
23797601,23796823,0,0,15.62,9.34,0.86,0.21,0,5.56,2.43,3.64,3.07,0,55.35,2.43,1.36,0.14,NA
23797603,23796989,0,0,4.03,0,0,0,0,0,93.8,0.08,0.77,0.08,0,0,1.24,0,NA
23797605,23796827,0,0,2.55,0.78,0.08,0,0,1.85,24.78,21.8,9.15,8.78,27.85,0.17,1.47,0.74,NA
23797607,23797605,0,0,0,0,0,0,0,1.66,37.25,25.99,15.73,19.04,0,0,0.33,0,NA
23797609,23796991,0,0,7.4,0,0,0,0,0,85.32,0,0.28,0,0,0,6.73,0.28,NA
23797611,23797597,0,0,6.25,0,0,0,0,0,76.48,16.82,0.45,0,0,0,0,0,NA
23797613,23796993,0,0,7.25,0,0,0,0,0,78.87,1.32,0.63,0,0,0,11.92,0,NA
23797615,23797593,0,0,2.25,0.92,0,0,0,4.07,0.54,0.57,0,0,71.59,19.71,0,0.35,NA
23797617,23797615,0,0,3.58,1,0,0,0,6.3,0.72,0.33,0,0,69.5,18.18,0,0.38,NA
23797619,23796917,0,0,7.53,0.12,0,0,0,0,59.09,31.37,0.77,1.12,0,0,0,0,NA
23797621,23797599,0,0,14.93,0.56,0,0,18.31,0,47.32,0,7.04,11.83,0,0,0,0,NA
23797623,23796817,0,0,1.17,0.56,0,0,0.9,18.01,0,11.02,1.06,2.25,39.59,25.32,0.13,0,NA
23797625,23796915,0,0,11.65,0.5,0,0,0,0,59.16,25.55,0,0,2.89,0,0,0.25,NA
23797627,23797641,0,0,6.36,0.3,0,0,0,2.42,19.7,50,14.24,6.97,0,0,0,0,NA
23797629,23797541,0,0,4.69,0.03,0,0,1.75,0.16,72.42,1.77,14.28,4.9,0,0,0,0,NA
23797631,23796845,0,0,0,0,0,0,0,2.12,0.5,5.61,0.31,0,27.68,63.78,0,0,NA
23797633,23797737,0,0,7.16,0,0,0,0,0,77.37,10.93,4.54,0,0,0,0,0,NA
23797635,23797653,0,0,9.49,0,0,0,1.82,0,76.64,4.56,0.91,6.57,0,0,0,0,NA
23797637,23797663,0,0,8.08,0,0,0,0,0,56.48,11.98,16.55,6.91,0,0,0,0,NA
23797639,23796789,0,0,1.8,0,0,0,0,0,73.54,10.53,8.91,3.87,1.35,0,0,0,NA
23797641,23796787,0,0,5.04,0.13,0,0,0,0.52,56.29,26.41,10.13,1.48,0,0,0,0,NA
23797643,23797575,0.67,0,1.51,1.3,0.07,0.04,0,2.75,4.06,15.89,0.31,2.82,37.02,33.48,0,0.07,NA
23797645,23797655,0,0,15.53,0,0,0,0,0,80.49,0.64,3.34,0,0,0,0,0,NA
23797647,23797617,0,0,3.34,0.94,0,0,0,4.48,0.73,0.26,0,0,69.97,19.86,0,0.42,NA
23797649,23796791,0,0,0.98,0,0,0,0,0,72.99,3.54,16.5,5.99,0,0,0,0,NA
23797651,23796933,0.23,0,3.38,2.9,0.32,0.03,2.67,0.74,30.46,15.39,4.44,3.48,27.4,7.73,0.35,0.48,NA
23797653,23797657,0,0,6.12,0.05,0,0,12.92,0,55.07,4.42,9.28,12.14,0,0,0,0,NA
23797655,23797657,0,0,13.34,0,0,0,0,0,78.3,6.64,1.71,0,0,0,0,0,NA
23797657,23796793,0,0,8.8,0.03,0,0,6.59,0,64,5.58,6.62,8.38,0,0,0,0,NA
23797659,23796975,0,0,6.63,0.67,0.01,0,6.77,0,59.92,6.13,14.76,4.93,0,0,0.18,0,NA
23797661,23796935,0,0,6.68,2.24,0.11,0.04,0,0,40.71,8.21,12.29,5.42,17.35,5.87,0.83,0.26,NA
23797663,23796779,0,0,5.76,0,0,0,0,0,50.07,21.24,16.33,6.61,0,0,0,0,NA
23797665,23796941,0.8,0,2.46,1.85,0.12,0.04,0,9.17,0.26,1.63,0.56,0.74,55.68,26.56,0,0.11,NA
23797667,23796941,0,0,0.54,0.07,0,0,0,44.63,0,6.79,0.34,7.61,25.07,14.95,0,0,NA
23797669,23797593,0,0,2.77,2.45,0.04,0.02,0,2.64,0.38,3.74,0.36,1.1,65.88,19.19,0,1.42,NA
23797671,23796783,0,0,2.58,0,0,0,0,0,45.09,6.26,35.6,10.47,0,0,0,0,NA
23797673,23796781,0,0,4.43,0.04,0,0,4.77,0,66.1,14.3,7.44,2.93,0,0,0,0,NA
23797675,23796829,0,0,7.66,0.43,0,0,0,1.24,66.36,0.23,10.1,11.91,1.15,0,0.26,0.66,NA
23797677,23796777,0,0,5.66,0.33,0,0,1.19,0,68.24,13.54,5.99,5.05,0,0,0,0,NA
23797679,23796937,0,0,5.62,2.18,0.3,0.15,0,0.33,44.87,0.68,9.09,13.39,19.79,2.68,0.71,0.2,NA
23797681,23796939,0,0,6.45,2.89,0.14,0.09,0,0.62,25.56,0.33,3.6,0,54.81,4.84,0.66,0,NA
23797683,23796803,0,0,5.82,0,0,0,0,0,94.18,0,0,0,0,0,0,0,NA
23797685,23797675,0,0,8.71,0.44,0,0,0,0.44,65.15,0.44,3.42,17.42,2.36,0,0.19,1.43,NA
23797687,23796795,0,0,6.74,0.03,0,0,0.08,0.09,73.05,8.05,6.98,4.98,0,0,0.01,0,NA
23797689,23797677,0,0,5.4,0.54,0,0,1.96,0,65.11,14.64,4.05,8.3,0,0,0,0,NA
23797691,23797673,0,0,5.85,0,0,0,0,0,81.49,9.12,1.77,1.77,0,0,0,0,NA
23797693,23796801,0,0,4.47,0,0,0,0,0,83.73,8.02,3.04,0,0,0,0.74,0,NA
23797695,23796941,0.34,0,5.03,1.66,0.21,0,0,2.42,40.36,0,3.04,0.15,40.06,6.38,0,0.34,NA
23797697,23796797,0,0,0.58,0,0,0,0,0,97.24,1.81,0.36,0,0,0,0,0,NA
23797699,23797673,0,0,4.35,0.04,0,0,5.29,0,66.6,14.94,6.28,2.49,0,0,0,0,NA
23797701,23796785,0,0,3.82,0,0,0,0,0,88.03,6.33,1.6,0.22,0,0,0,0,NA
23797703,23797697,0,0,0.26,0,0,0,0,0,99.74,0,0,0,0,0,0,0,NA
23797705,23797699,0,0,1.64,0,0,0,10.05,0,64.73,13.7,5.72,4.16,0,0,0,0,NA
23797707,23797699,0,0,5.47,0.09,0,0,0.53,0,75.03,11.57,6.74,0.58,0,0,0,0,NA
23797709,23796799,0,0,4.36,0,0,0,0,0,89.18,4.55,1.91,0,0,0,0,0,NA
23797711,23797713,0,0,5.95,0.66,0,0,0,0,60.79,0,26.87,5.73,0,0,0,0,NA
23797713,23797707,0,0,4.42,0.2,0,0,0,0,71.09,14.15,8.37,1.77,0,0,0,0,NA
23797715,23797687,0,0,7.47,0,0,0,0,0,78.44,5,7.76,1.32,0,0,0,0,NA
23797717,23797687,0,0,6.35,0.06,0,0,0.17,0,72.64,10.22,7.55,3.02,0,0,0,0,NA
23797719,23797707,0,0,6.91,0.04,0,0,0.91,0,77.6,7.67,6.88,0,0,0,0,0,NA
23797721,23797717,0,0,5.85,0,0,0,0,0,93.18,0,0.97,0,0,0,0,0,NA
23797723,23797719,0,0,9.57,0,0,0,4.89,0,73.73,2.04,9.78,0,0,0,0,0,NA
23797725,23797727,0.04,0,4.35,7.55,1.33,0.27,0,0.32,0.7,1.86,1.41,0,43.27,32.17,5.86,0.9,NA
23797727,23797729,1.47,0,3.62,6.38,1.15,0.22,0,0.25,0.67,1.66,1.1,0,40.86,35.82,5.9,0.9,NA
23797729,23796495,1.5,0,3.58,6.31,1.14,0.22,0,0.25,0.66,1.64,1.2,0,40.66,35.92,6.03,0.89,NA
23797731,23796947,0,0,1.23,3.08,0,0,0,4.62,62.15,0,0,0,28.31,0.62,0,0,NA
23797733,23797129,0.35,0,1.47,1.58,0.35,0.11,0,4.1,0,1.15,1.79,0,18.72,69.84,0.54,0,NA
23797735,23797545,0,0,7.19,0.04,0,0,0,0,75.61,11.4,5.71,0.06,0,0,0,0,NA
23797737,23797735,0,0,7.17,0,0,0,0,0,77.29,11.02,4.52,0,0,0,0,0,NA
23797739,23796659,0,0,1.13,0.28,0,0,0.11,4.86,11.31,24.07,29.84,11.89,13.73,2.06,0.71,0,NA
23797755,23797767,0.07,0,2.74,1.19,0.16,0.06,1.03,2.52,31.51,15.06,7.79,7.52,14.86,14.57,0.77,0.15,NA
23797757,23797761,0.07,0,2.74,1.19,0.16,0.06,1.03,2.52,31.52,15.06,7.79,7.52,14.87,14.56,0.77,0.15,NA
23797759,23796503,0.07,0,2.74,1.19,0.16,0.06,1.03,2.51,31.5,15.05,7.79,7.51,14.88,14.59,0.77,0.15,NA
23797761,23797131,0.07,0,2.74,1.19,0.16,0.06,1.03,2.51,31.51,15.06,7.79,7.51,14.87,14.56,0.77,0.15,NA
23797767,23797759,0.07,0,2.74,1.19,0.16,0.06,1.03,2.51,31.51,15.06,7.79,7.51,14.87,14.57,0.77,0.15,NA
23797769,23797771,0.22,0,1.12,2.18,0.13,0,0,0.45,4.48,5.18,0.13,1.79,14.65,68.93,0.74,0,NA
23797771,23792767,0.24,0,1.46,2.93,0.35,0,0,0.32,3.45,3.4,0.39,1.18,15.1,69.02,2.06,0.1,NA
23797773,23797431,0.22,0,1.81,2.22,0.28,0.3,0,0.29,2.97,3.33,0.08,1.14,21.55,65.33,0.47,0,NA
23800558,23800560,0.2,0,2.29,2.61,1.18,0.37,0.21,0.28,40.55,1.49,8.68,2.89,21.92,15.53,1.63,0.17,NA
23800560,23791741,0.2,0,2.28,2.61,1.18,0.37,0.21,0.28,40.48,1.49,8.66,2.89,21.94,15.57,1.66,0.18,NA
23800562,23800558,0.2,0,2.29,2.61,1.18,0.37,0.21,0.28,40.55,1.49,8.68,2.89,21.92,15.53,1.63,0.17,NA
23800564,23800562,0.21,0,2.85,3.88,1.74,0.54,0.22,0.28,24.63,1.23,7.2,2.74,30.03,22.15,2.11,0.2,NA
23800566,23800564,0.21,0,2.85,3.88,1.74,0.53,0.22,0.27,24.71,1.24,7.22,2.75,30,22.11,2.07,0.2,NA
23800568,23800566,0.21,0,2.85,3.87,1.74,0.53,0.22,0.27,24.73,1.24,7.23,2.76,30,22.09,2.07,0.2,NA
23800570,23800568,0.08,0,6.26,11.11,7.13,2.63,0.02,0.04,1.75,0.29,1.32,0,32.5,32.71,3.51,0.64,NA
23800572,23800570,0.03,0,4.07,8.19,4.64,1.78,0,0.07,2.24,0.28,2.02,0,36.12,35.28,4.27,1.01,NA
23800574,23800572,0.05,0,4.44,7.87,4.9,1.8,0,0.06,2.03,0.28,1.65,0,36.16,35.28,4,1.47,NA
23800576,23800574,0.06,0,4.55,8.07,4.82,1.94,0,0.06,1.35,0.21,1.13,0,36.59,36.04,3.55,1.63,NA
23800578,23800576,0.07,0,4.5,8.15,5.13,2.19,0,0.04,1.05,0.18,0.98,0,35.5,37.32,3.05,1.84,NA
23800580,23800578,0.09,0,1.79,5.6,2.22,0.24,0,0,0,0,0.36,0,32.59,49.61,1.5,5.99,NA
23800582,23800570,0.13,0,9.19,15.2,10.98,3.97,0.04,0,0.99,0.33,0.33,0,26.68,29.75,2.32,0.09,NA
23800584,23800582,0.1,0,10.43,16.26,13.29,4.89,0.06,0,0.71,0.1,0.18,0,27.15,26.21,0.63,0,NA
23800586,23800584,0.1,0,10.79,16.72,13.83,5.09,0.06,0,0.73,0.07,0.07,0,27.49,24.43,0.6,0,NA
23800588,23800586,0,0,10.71,20.73,14.91,3.66,0.06,0,0.05,0,0,0,29.71,20.14,0.03,0,NA
23800590,23800588,0,0,8.3,19.46,11.56,3.16,0,0,0.06,0,0,0,33.88,23.55,0.03,0,NA
23800592,23800590,0,0,5.86,13.92,7.22,1.6,0,0,0,0,0,0,52.21,19.11,0.08,0,NA
23800594,23800568,0.22,0,2.6,3.27,1.3,0.36,0.24,0.3,26.78,1.32,7.75,3,29.69,21.16,1.85,0.16,NA
23800596,23800594,0.23,0,2.59,3.23,1.28,0.36,0.24,0.3,27.1,1.34,7.84,3.04,29.81,20.74,1.78,0.15,NA
23800598,23800596,0.22,0,2.43,3.42,1.4,0.37,0.28,0.27,29.31,1.45,8.92,2.73,27.57,19.9,1.58,0.15,NA
23800600,23800598,0.22,0,2.42,3.42,1.4,0.37,0.28,0.27,29.49,1.46,8.97,2.75,27.47,19.75,1.57,0.15,NA
23800602,23800600,0.22,0,2.42,3.42,1.4,0.37,0.29,0.28,29.62,1.46,9.02,2.76,27.37,19.67,1.54,0.15,NA
23800604,23800602,0.23,0,2.7,3.99,1.68,0.45,0.23,0.28,23.87,1.08,8.67,2.51,30.87,21.59,1.66,0.17,NA
23800606,23800604,0.22,0,2.68,3.94,1.67,0.44,0.23,0.28,24.14,1.09,8.76,2.54,30.81,21.39,1.62,0.17,NA
23800608,23800606,0.23,0,2.69,3.92,1.71,0.4,0.2,0.3,25.66,1.15,9.32,2.7,30.44,19.5,1.58,0.17,NA
23800610,23800608,0.23,0,2.69,3.84,1.7,0.4,0.21,0.31,26.56,1.19,9.63,2.79,30.12,18.64,1.54,0.16,NA
23800612,23800610,0.23,0,2.69,3.84,1.71,0.41,0.21,0.31,26.77,1.19,9.71,2.81,30.11,18.39,1.45,0.15,NA
23800614,23800612,0.13,0,5.18,10.45,5.69,1.15,0.01,0.26,1.66,0.83,0.47,0.18,40.28,31.84,1.68,0.19,NA
23800616,23800614,0.13,0,5.25,10.64,5.82,1.17,0.01,0.26,1.66,0.83,0.42,0.19,40.31,31.47,1.65,0.19,NA
23800618,23800616,0.14,0,5.45,11.13,6.19,1.25,0.01,0.28,1.72,0.9,0.38,0.2,39.62,30.95,1.63,0.15,NA
23800620,23800618,0.37,0,5.85,10.85,4.97,2.38,0.02,0.01,0.65,0.03,0.14,0.12,33.21,41.18,0.13,0.09,NA
23800622,23800620,0.22,0,5.84,11.63,5.51,2.27,0,0,0.42,0.05,0.11,0.18,29.08,44.46,0.1,0.14,NA
23800624,23800622,0,0,10.59,21.38,12.58,4.47,0,0,0.14,0,0.24,0.63,22.87,26.5,0.09,0.51,NA
23800626,23800624,0,0,8.82,20.29,15.55,3.24,0,0,0.29,0,0.52,1.36,9.42,40.32,0.2,0,NA
23800628,23800618,0.06,0,5.4,11.38,6.73,0.88,0.01,0.38,2.12,1.21,0.47,0.23,42.19,26.63,2.18,0.11,NA
23800630,23800628,0.07,0,5.67,12.53,7.62,0.98,0.01,0.43,2.37,1.36,0.48,0.27,41.15,24.56,2.37,0.12,NA
23800632,23800630,0.08,0,5.61,12.22,7.04,0.79,0,0.47,2.52,1.52,0.48,0.22,43.18,23.15,2.59,0.14,NA
23800634,23800632,0.1,0,5.35,10.66,4.65,0.64,0,0.54,2.52,1.77,0.47,0.09,45.92,24.53,2.59,0.16,NA
23800636,23800634,0.1,0,5.4,10.7,4.55,0.66,0,0.56,2.53,1.87,0.48,0.08,46.46,23.87,2.56,0.17,NA
23800638,23800636,0.18,0,4.18,6.63,1.06,0.27,0,0.28,2.06,1.44,0.45,0.02,49.41,31.63,2.27,0.1,NA
23800640,23800638,0.57,0,3.55,3.95,0.5,0.02,0,0.25,1.61,0.46,0.19,0.07,46.64,41.08,0.92,0.18,NA
23800642,23800640,0.96,0,5.21,4.5,0.35,0.03,0,0.16,0.47,0.37,0.33,0.11,45.95,39.87,1.45,0.24,NA
23800644,23800642,0,0,6.14,4.58,0.34,0.04,0,0.1,0.34,0.52,0.46,0.16,46.5,40.46,0.32,0.04,NA
23800646,23800612,0.26,0,1.99,1.98,0.59,0.2,0.27,0.33,33.88,1.3,12.33,3.56,27.23,14.57,1.38,0.15,NA
23800648,23800646,0.22,0,1.86,1.75,0.5,0.16,0.27,0.34,34.79,1.32,12.66,3.66,27.03,13.98,1.34,0.13,NA
23800650,23800648,0.23,0,1.82,1.68,0.49,0.15,0.29,0.35,36.62,1.38,13.34,3.86,26.05,12.3,1.33,0.13,NA
23800652,23800650,0.23,0,1.8,1.65,0.48,0.15,0.29,0.36,37.13,1.4,13.5,3.9,25.94,11.75,1.29,0.13,NA
23800654,23800652,0.25,0,2.26,2,0.57,0.16,0.19,0.44,30.85,1.39,8.2,3.35,33.12,15.27,1.79,0.16,NA
23800656,23800654,0.25,0,2.27,1.99,0.57,0.16,0.19,0.44,30.94,1.39,8.22,3.36,33.14,15.13,1.79,0.16,NA
23800658,23800656,0.25,0,2.26,1.95,0.56,0.16,0.19,0.45,31.12,1.4,8.27,3.38,33.1,14.98,1.78,0.15,NA
23800660,23800658,0.25,0,2.25,1.94,0.56,0.16,0.19,0.45,31.41,1.41,8.33,3.42,33,14.8,1.72,0.13,NA
23800662,23800660,0.24,0,2.25,1.92,0.55,0.15,0.19,0.45,31.58,1.41,8.37,3.44,32.87,14.78,1.66,0.13,NA
23800664,23800662,0.24,0,2.25,1.92,0.55,0.15,0.19,0.45,31.59,1.41,8.37,3.44,32.87,14.79,1.66,0.13,NA
23800666,23800664,0.24,0,2.25,1.92,0.55,0.15,0.19,0.45,31.6,1.42,8.38,3.44,32.85,14.78,1.66,0.13,NA
23800668,23800666,0.24,0,2.25,1.92,0.55,0.15,0.19,0.45,31.61,1.41,8.38,3.44,32.84,14.79,1.65,0.13,NA
23800670,23800668,0.24,0,2.25,1.89,0.55,0.14,0.2,0.46,32.18,1.44,8.53,3.5,32.58,14.28,1.64,0.13,NA
23800672,23800670,0.28,0,2.24,1.81,0.35,0.05,0.18,0.52,10.58,1.39,3.38,3.73,49.04,23.88,2.35,0.21,NA
23800674,23800672,0.44,0,2.55,1,0.2,0.04,0.35,0.49,20.19,1.15,7.14,8.73,41.36,14.52,1.75,0.11,NA
23800676,23800674,0.51,0,2.49,0.68,0.21,0.04,0.41,0.45,22.36,0.91,8.13,10.02,38.32,13.73,1.64,0.1,NA
23800678,23800676,0.4,0,2.57,0.57,0.21,0.03,0.48,0.24,25.45,0.73,9.2,11.19,36.03,11.84,0.98,0.09,NA
